username,user_id,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
BenzTheAffable,2427320121,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYTk pic.twitter.com/jbWBQOubZT,,,,961600039788281856,https://twitter.com/BenzTheAffable/status/961600039788281856
Gander_News_c2,3226213982,2018-02-08 08:01,0,1,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messages that mad... http:// ow.ly/54TH50gq1LW,,,,961600760705372160,https://twitter.com/Gander_News_c2/status/961600760705372160
tsairox,49546535,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYLQ pic.twitter.com/KPiFkp33R4,,,,961600027339599872,https://twitter.com/tsairox/status/961600027339599872
WorldTopStorie,950855325715898368,2018-02-07 02:13,0,0,"Facebook limiting status updates in news feed to 25 friends? That’s a hoax, pass it on http:// topbreakingnews.ml/facebook-limit ing-status-updates-in-news-feed-to-25-friends-thats-a-hoax-pass-it-on/ … pic.twitter.com/U0Fk53XcRz",,,,961151004833181697,https://twitter.com/WorldTopStorie/status/961151004833181697
Justine___C,2344193034,2018-02-08 07:59,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2BLtcpZ,,,,961600296492371968,https://twitter.com/Justine___C/status/961600296492371968
dcouvreur,46001914,2018-02-08 17:45,0,0,Widely Circulated Hoax Says Facebook Is Limiting Feed to 26 Friends https:// fb.me/1H6LR1pfY,,,,961747886764589057,https://twitter.com/dcouvreur/status/961747886764589057
Focused_Results,344183415,2018-02-08 09:30,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY8kn via @mashabletech,,@mashabletech,,961623203876499456,https://twitter.com/Focused_Results/status/961623203876499456
LIONPubs,598112617,2018-02-11 13:00,0,0,"Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims. https://www. washingtonpost.com/news/the-inter sect/wp/2018/02/07/facebook-isnt-restricting-your-news-feed-to-26-friends-no-matter-what-a-viral-hoax-claims/?utm_term=.6027d56e96fe&wpisrc=nl_intersect&wpmm=1 …",,,,962763164638154752,https://twitter.com/LIONPubs/status/962763164638154752
hashMoreChat,3323388204,2018-02-07 17:23,0,0,"Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims - Washington Post http:// ift.tt/2GYunl2 #Facebook #SocialMedia",,,#Facebook #SocialMedia,961379877290160128,https://twitter.com/hashMoreChat/status/961379877290160128
JustJuning,107081894,2018-02-06 23:10,0,2,"Relax! Despite what you've heard on #Facebook , #fb isn't going to limit status updates in your news feed to 25 preselected friends. The hoax may have been boosted by confusion over changes fb announced in January. #social #SocialMedia #news https://www. cnet.com/news/no-facebo ok-isnt-limiting-you-to-25-friends-status-updates/ …",,,#Facebook #fb #social #SocialMedia #news,961104846840528896,https://twitter.com/JustJuning/status/961104846840528896
designfeeds,18890943,2018-02-08 08:44,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed @mashable : The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messages… http:// dlvr.it/QFXrkx,,@mashable,,961611602083508224,https://twitter.com/designfeeds/status/961611602083508224
time_theories,734393116355141632,2018-02-07 07:59,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https://www. usatoday.com/story/tech/tal kingtech/2018/02/06/facebook-status-update-25-friends-hoax/313684002/ …",,,,961238083088928770,https://twitter.com/time_theories/status/961238083088928770
gahlautdhruv,2556173600,2018-02-08 08:02,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed pic.twitter.com/ts9EOYyZ5L,,,,961601123479113728,https://twitter.com/gahlautdhruv/status/961601123479113728
makeupjunquie,22285998,2018-02-07 12:26,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/1tbEkQjdO",,,,961305125078945794,https://twitter.com/makeupjunquie/status/961305125078945794
ExPosJa,379401658,2018-02-07 15:58,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/1zt8bXNVs",,,,961358552215429120,https://twitter.com/ExPosJa/status/961358552215429120
bench260,199667287,2018-02-07 07:21,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// lnkd.in/eQg3kCQ",,,,961228371765157888,https://twitter.com/bench260/status/961228371765157888
dj_al1,166831855,2018-02-07 03:35,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/2HagpPOJT",,,,961171526874693632,https://twitter.com/dj_al1/status/961171526874693632
DigitalMCoach,268791107,2018-02-14 04:01,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// bit.ly/2BVDX9j pic.twitter.com/ntjPVtP3Jr,,,,963714746624036864,https://twitter.com/DigitalMCoach/status/963714746624036864
CherryAdair,23918292,2018-02-10 16:13,0,1,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/92qlEhiMF",,,,962449427867856897,https://twitter.com/CherryAdair/status/962449427867856897
bluerizzle_brad,469634015,2018-02-10 20:27,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// usat.ly/2nQ2MKe via @usatoday",,@usatoday,,962513473749094401,https://twitter.com/bluerizzle_brad/status/962513473749094401
Mcquarros,1109210924,2018-02-07 21:02,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// usat.ly/2nQ2MKe",,,,961434977748570112,https://twitter.com/Mcquarros/status/961434977748570112
AfterDarkGrafx,94490546,2018-02-07 04:51,1,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http://www. abc10.com/article/news/n ation-now/facebook-limiting-status-updates-in-news-feed-to-25-friends-thats-a-hoax-pass-it-on/465-f947997d-319c-43e0-94d8-602029b69536?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5a7acaa73ed3f00007419661&utm_medium=trueAnthem&utm_source=facebook …",,,,961190575679553537,https://twitter.com/AfterDarkGrafx/status/961190575679553537
ambde,23268337,2018-02-08 08:04,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed https:// fb.me/LtpoR05f,,,,961601556310364161,https://twitter.com/ambde/status/961601556310364161
barcachamps08,25080283,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYLX,,,,961600022188978177,https://twitter.com/barcachamps08/status/961600022188978177
kavidu,76000475,2018-02-08 08:07,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed : The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that made… http:// dlvr.it/QFXccr pic.twitter.com/35CGuM6ZUv,,,,961602332789100544,https://twitter.com/kavidu/status/961602332789100544
Ruth_v_abe,843863575714177024,2018-02-08 08:10,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed pic.twitter.com/oeSGjOvKq7,,,,961603058223509506,https://twitter.com/Ruth_v_abe/status/961603058223509506
American_360,895893854389321730,2018-02-07 15:50,0,0,Facebook hoax says your news feed will be limited to status updates from 25 friends https://www. usatoday.com/story/tech/tal kingtech/2018/02/06/facebook-status-update-25-friends-hoax/313684002/ …,,,,961356422402531328,https://twitter.com/American_360/status/961356422402531328
DenkyuuMedia,4860241143,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYYx pic.twitter.com/OPTOWmkgVC,,,,961600043433082880,https://twitter.com/DenkyuuMedia/status/961600043433082880
SocialClickLWR,721501427281960962,2018-02-16 10:21,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed via @mashable #facebook #socialmedia https:// buff.ly/2EjCrLo pic.twitter.com/42BNytRy74,,@mashable,#facebook #socialmedia,964535099994923008,https://twitter.com/SocialClickLWR/status/964535099994923008
aurangzebzaibi,900252939771674624,2018-02-08 00:37,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// flip.it/B7RBM6 via @flipboard,,@flipboard,,961489207255535616,https://twitter.com/aurangzebzaibi/status/961489207255535616
TheBlinkCo,3064004349,2018-02-08 00:01,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/SkiE50gpLHr,,,,961479976494206977,https://twitter.com/TheBlinkCo/status/961479976494206977
nfdeklerk,14000302,2018-02-08 08:03,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961601285425332224,https://twitter.com/nfdeklerk/status/961601285425332224
scottclause,18826597,2018-02-07 10:54,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/Q75ijhZg",,,,961281915243425792,https://twitter.com/scottclause/status/961281915243425792
bergnermedia,2349091644,2018-02-08 08:00,0,0,#bergnermedia News: That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-pas... http:// ow.ly/cUlM50gq1sq,,,#bergnermedia,961600623807488000,https://twitter.com/bergnermedia/status/961600623807488000
MLMLeaderz,2480524424,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmT5,,,,961470415343202304,https://twitter.com/MLMLeaderz/status/961470415343202304
fathilullail,165502910,2018-02-07 01:11,0,0,#Facebook hoax says your news feed will be limited to status updates from 25 friends #SocialMedia #Internet #News http:// j.mp/2nQb1pp,,,#Facebook #SocialMedia #Internet #News,961135277753462784,https://twitter.com/fathilullail/status/961135277753462784
socialmediaCIO,147726384,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYQD pic.twitter.com/a82rMQSjS5,,,,961600034948042753,https://twitter.com/socialmediaCIO/status/961600034948042753
dj_al1,166831855,2018-02-07 03:35,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/2HagpPOJT",,,,961171526874693632,https://twitter.com/dj_al1/status/961171526874693632
Thetechmill1,881150116966481922,2018-02-08 07:57,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - http://www. thetechmill.com/that-26-friend s-facebook-rumor-was-a-hoax-but-heres-how-you-can-actually-game-the-news-feed/ … pic.twitter.com/GdApAVmN6K,,,,961599833789337600,https://twitter.com/Thetechmill1/status/961599833789337600
guchiscarllete1,752444195332325376,2018-02-08 09:21,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY5nm pic.twitter.com/EShOyQ5Rpv,,,,961621108049891328,https://twitter.com/guchiscarllete1/status/961621108049891328
smallbusines4,707676372987031553,2018-02-08 01:33,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/VRmwp6zbeR,,,,961503149377769474,https://twitter.com/smallbusines4/status/961503149377769474
JoeBusuttil,219493826,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYNH,,,,961600032611840000,https://twitter.com/JoeBusuttil/status/961600032611840000
DavidPapp,107547335,2018-02-08 08:09,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// j.mp/2FTHsuH,,,,961602812080730112,https://twitter.com/DavidPapp/status/961602812080730112
tinhyeu33,175105029,2018-02-08 00:47,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https:// fb.me/KSHXXorl,,,,961491671111421953,https://twitter.com/tinhyeu33/status/961491671111421953
Web20watch,740323196,2018-02-06 23:28,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on - USA TODAY http:// dlvr.it/QFLFhT",,,,961109283822882816,https://twitter.com/Web20watch/status/961109283822882816
Ktownclassified,27452134,2018-02-08 08:49,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXtCB,,,,961612877332234241,https://twitter.com/Ktownclassified/status/961612877332234241
Investwethics,2245991690,2018-02-08 06:40,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https://www. inc.com/minda-zetlin/f acebook-hoax-claims-your-news-feed-is-now-only-26-friends-saying-hi-will-fix-it.html …,,,,961580531359014913,https://twitter.com/Investwethics/status/961580531359014913
BizNetworkr,1117839188,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFTmR3 #INC,,,#INC,961470412101099520,https://twitter.com/BizNetworkr/status/961470412101099520
mwbuzz,3289873863,2018-02-08 08:02,0,0,That &#039;26 friends&#039; Facebook rumor was a hoax — but here&#039;s how you can actually game the News Feed -,,,#039 #039 #039,961601159395004416,https://twitter.com/mwbuzz/status/961601159395004416
blazedogpc,995658097,2018-02-08 08:15,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages that mad... http:// ow.ly/XA1T50gq2kM,,,,961604466884726784,https://twitter.com/blazedogpc/status/961604466884726784
ZucksArmy,815247619178033153,2018-02-08 18:15,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People http:// ift.tt/2BkBaW7,,,,961755498172309504,https://twitter.com/ZucksArmy/status/961755498172309504
marjanmaxmaric,63669861,2018-02-08 08:49,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXt7b pic.twitter.com/xzjojlCZfB,,,,961612865273716737,https://twitter.com/marjanmaxmaric/status/961612865273716737
